Hotel,Hotel Latitude,Hotel Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Hôtel Le Meurice,48.8653326,2.3281374,Librairie Galignani,48.864989,2.32857,Bookstore
Hôtel Le Meurice,48.8653326,2.3281374,Hôtel Mandarin Oriental,48.86698662076993,2.327178418636322,Hotel
Hôtel Le Meurice,48.8653326,2.3281374,Balagan,48.865432333548,2.3296802389659015,Israeli Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Le Dalí,48.8653326,2.3281374,French Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Ladurée,48.86612102985312,2.3284493959564543,Dessert Shop
Hôtel Le Meurice,48.8653326,2.3281374,Balenciaga,48.8659267043082,2.330284387731581,Women's Store
Hôtel Le Meurice,48.8653326,2.3281374,Hôtel Le Meurice,48.8653326,2.3281374,Hotel
Hôtel Le Meurice,48.8653326,2.3281374,Angelina,48.865089750224186,2.3284433919743606,Tea Room
Hôtel Le Meurice,48.8653326,2.3281374,Café Kitsuné,48.864451,2.33031,Coffee Shop
Hôtel Le Meurice,48.8653326,2.3281374,Jardin des Tuileries,48.863641957269515,2.326483726501465,Garden
Hôtel Le Meurice,48.8653326,2.3281374,Hôtel Brighton,48.864851029566395,2.329005330704668,Hotel
Hôtel Le Meurice,48.8653326,2.3281374,Louis Vuitton,48.8666749,2.3288837,Boutique
Hôtel Le Meurice,48.8653326,2.3281374,Bar de l'Hôtel Costes,48.86673982195345,2.3279120163665894,Hotel Bar
Hôtel Le Meurice,48.8653326,2.3281374,Carré des Feuillants,48.86623003973648,2.3287292149896883,French Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Bar 8,48.8669653,2.3271337,Hotel Bar
Hôtel Le Meurice,48.8653326,2.3281374,Jean-Paul Hévin,48.86611759485579,2.329147144992021,Chocolate Shop
Hôtel Le Meurice,48.8653326,2.3281374,Carolina Herrera,48.866831074118366,2.3287049329408145,Clothing Store
Hôtel Le Meurice,48.8653326,2.3281374,Hôtel Costes,48.86666608945805,2.3279080151205545,Hotel
Hôtel Le Meurice,48.8653326,2.3281374,Jovoy,48.865571820030986,2.3275825048045817,Perfume Shop
Hôtel Le Meurice,48.8653326,2.3281374,Uma,48.86516293320189,2.3304949700832367,Japanese Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Cercle Suédois - Svenska Klubben,48.866009843905864,2.3255255480227746,Scandinavian Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Goyard,48.86647624483724,2.328925407729518,Accessories Store
Hôtel Le Meurice,48.8653326,2.3281374,Kinugawa Vendôme,48.86547710892282,2.3289835302421125,Japanese Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Restaurant Costes Saint-Honoré,48.866697894503744,2.3278935244036782,French Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Pierre Hermé,48.866577630454685,2.325458970070264,Pastry Shop
Hôtel Le Meurice,48.8653326,2.3281374,Sur Mesure par Thierry Marx,48.8669925,2.3270258,French Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,WHSmith,48.86620819555761,2.325052118828308,Bookstore
Hôtel Le Meurice,48.8653326,2.3281374,Les Malles Moynat,48.866119181714105,2.3296621666745567,Boutique
Hôtel Le Meurice,48.8653326,2.3281374,Rolex,48.86731851608742,2.3288758674776724,Jewelry Store
Hôtel Le Meurice,48.8653326,2.3281374,Camélia,48.866973179616124,2.3270940081647495,French Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Hôtel Renaissance Paris Vendôme,48.8654778858979,2.329597771167755,Hotel
Hôtel Le Meurice,48.8653326,2.3281374,Chopard,48.8667117973106,2.328503297689769,Jewelry Store
Hôtel Le Meurice,48.8653326,2.3281374,Giuseppe Zanotti Design,48.866813651480456,2.3291115650226573,Shoe Store
Hôtel Le Meurice,48.8653326,2.3281374,Le Castiglione,48.86638049166744,2.3287635891028913,French Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Taokan,48.865289,2.329614,Cantonese Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Bar 228,48.865336,2.328134,Hotel Bar
Hôtel Le Meurice,48.8653326,2.3281374,Melia Vendôme Hôtel,48.86682673185158,2.32583242556253,Hotel
Hôtel Le Meurice,48.8653326,2.3281374,Grand Bassin Rond,48.862879687441755,2.3292946815490723,Fountain
Hôtel Le Meurice,48.8653326,2.3281374,Hôtel Le Pradey,48.86445923930909,2.33165399481692,Hotel
Hôtel Le Meurice,48.8653326,2.3281374,Place Vendôme,48.86779769319868,2.3297411847276526,Plaza
Hôtel Le Meurice,48.8653326,2.3281374,Ferdi,48.866383,2.3267124,Burger Joint
Hôtel Le Meurice,48.8653326,2.3281374,Le Soufflé,48.866479192925254,2.326459586620331,French Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Jin,48.865348322565886,2.331786581284321,Japanese Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Le Chocolat Alain Ducasse,48.866244,2.331209,Chocolate Shop
Hôtel Le Meurice,48.8653326,2.3281374,Restaurant Le Meurice Alain Ducasse,48.86529145109384,2.3280563207176783,French Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Da Rosa,48.86637831147618,2.3263391569564655,Tapas Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Spa Six Senses,48.86593583799367,2.3274841601956635,Spa
Hôtel Le Meurice,48.8653326,2.3281374,Agent Provocateur,48.867177929450214,2.325904099618626,Lingerie Store
Hôtel Le Meurice,48.8653326,2.3281374,Amorino,48.86421536708272,2.324462294850483,Ice Cream Shop
Hôtel Le Meurice,48.8653326,2.3281374,Ladurée,48.86533493268436,2.327821630451812,Dessert Shop
Hôtel Le Meurice,48.8653326,2.3281374,Michel Cluizel,48.86504641171176,2.331745211681605,Candy Store
Hôtel Le Meurice,48.8653326,2.3281374,Happy Caffé,48.864705,2.329652,Café
Hôtel Le Meurice,48.8653326,2.3281374,Pierre Marcolini,48.86651120958976,2.3288288342952135,Chocolate Shop
Hôtel Le Meurice,48.8653326,2.3281374,La Corte,48.86543289277699,2.3314002156257625,Italian Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,La Terrasse de Pomone,48.863052481144216,2.3277325238113273,Beer Garden
Hôtel Le Meurice,48.8653326,2.3281374,Maisie Café,48.86634509834429,2.3267948627471924,Vegetarian / Vegan Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Rossano Ferretti Shu Uemura Art of Hair,48.866405132266124,2.3255352862340213,Salon / Barbershop
Hôtel Le Meurice,48.8653326,2.3281374,La Pâtisserie du Meurice par Cédric Grolet,48.86566,2.32784,Pastry Shop
Hôtel Le Meurice,48.8653326,2.3281374,L'Écume Saint-Honoré,48.86597192747403,2.331164574468804,Seafood Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Qualité & Co,48.86608409105402,2.331243591903877,Sandwich Place
Hôtel Le Meurice,48.8653326,2.3281374,The Westin Paris – Vendôme,48.8654924,2.3271121,Hotel
Hôtel Le Meurice,48.8653326,2.3281374,Le Petit Flottes,48.86624822140249,2.325386703014374,Snack Place
Hôtel Le Meurice,48.8653326,2.3281374,L'Ardoise,48.86623516627844,2.326841050934661,French Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Maison Margiela,48.86628021,2.32718759,Men's Store
Hôtel Le Meurice,48.8653326,2.3281374,Nomad's,48.86644566931371,2.3315343260765076,French Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Bar Tuileries,48.86553679549941,2.3272644220904963,Bar
Hôtel Le Meurice,48.8653326,2.3281374,Indochine,48.86642987930043,2.3263034939161007,Vietnamese Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Allée de Diane,48.862894509508834,2.3279106616973877,Garden
Hôtel Le Meurice,48.8653326,2.3281374,Flottes,48.86634774495135,2.325432300567627,French Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Le First,48.86576319429764,2.326781451702118,French Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Sanseveria,48.8661677223059,2.324725162242967,Lounge
Hôtel Le Meurice,48.8653326,2.3281374,Terrasse Skandinave,48.86588296385981,2.3272356891034067,Café
Hôtel Le Meurice,48.8653326,2.3281374,Le Médicis Lecointre,48.86431486610474,2.3255658161970505,French Restaurant
Hôtel Le Meurice,48.8653326,2.3281374,Café des Marronniers,48.863794,2.325221,Beer Garden
Hôtel Le Meurice,48.8653326,2.3281374,Hotel du Continent,48.866276508998105,2.326842653331198,Hotel
Hôtel Le Meurice,48.8653326,2.3281374,Westin Gym,48.865884051756275,2.327277135177243,Gym
Hôtel Le Meurice,48.8653326,2.3281374,Hôtel Cambon,48.866408,2.325189,Hotel
Hôtel Le Meurice,48.8653326,2.3281374,Philipp Plein,48.86571338193286,2.3261017117764746,Clothing Store
Hôtel Le Meurice,48.8653326,2.3281374,Pavillon des Tuileries,48.86438361721407,2.325640448388542,Café
Hôtel Le Meurice,48.8653326,2.3281374,Hôtel Mayfair,48.86607720865061,2.326319052737762,Hotel
Hôtel Le Meurice,48.8653326,2.3281374,Café Renard,48.863824552541885,2.3251821787408264,Café
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Place Saint-Germain-des-Prés,48.85418334331855,2.3335111141204834,Plaza
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Place Fürstenberg,48.85431057662302,2.335733324289322,Plaza
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Ralph Lauren,48.85422390287324,2.330624111027735,Clothing Store
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,La Société,48.85441277448896,2.3333959705993363,French Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Hôtel Bel Ami,48.85491750702932,2.33314078416685,Hotel
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Au Clover,48.855253889074696,2.3304743637242633,Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Place du Québec,48.853527,2.333188,Plaza
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Ladurée,48.855593093619724,2.334103381720979,Pastry Shop
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Café de Flore,48.85399681424528,2.3326457751586753,Café
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Ralph's,48.85420025205666,2.330697046682051,American Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,L'Hotel,48.85637674082885,2.33519300383645,Hotel
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Cook'n Saj,48.853142,2.331967,Lebanese Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Les Deux Magots,48.853999335657115,2.3331602155448303,Café
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Saint Pearl,48.854888,2.33059,Sandwich Place
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,La Divina Commedia,48.85369621795097,2.3312276429173826,Italian Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Hôtel Madison,48.8534964469689,2.3344661134406537,Hotel
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Le Restaurant de L'Hôtel,48.85619157441753,2.3351330522533083,French Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Galette Café,48.856349336585716,2.331662821928389,French Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Debauve & Gallais,48.85530861281458,2.331070218960295,Candy Store
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,La Locanda,48.85376907123275,2.3313042644394653,Italian Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Louis Vuitton,48.8541031,2.3328477,Boutique
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Assouline,48.85452233249009,2.3336379080199046,Bookstore
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,La Dernière Goutte,48.853971294925145,2.3360388118546243,Wine Shop
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Chez Hanafousa,48.85355718,2.33540827,Japanese Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,City Pharma,48.85277134,2.33335961,Pharmacy
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Karl Lagerfeld Store,48.85462334422935,2.329994912239117,Tailor Shop
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,kbg,48.85368997734306,2.3312310381166927,Korean Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Eggs & Co,48.85311560765672,2.331547737121582,French Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Emporio Armani Store,48.85377950167428,2.3323565713887207,Boutique
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Le Relais de l'Entrecôte,48.854678,2.332847,Steakhouse
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,L'Écume des Pages,48.85403229432768,2.332334772880613,Bookstore
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Buly 1803,48.857146395868874,2.33503927183584,Cosmetics Shop
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Blueberry,48.85263795367982,2.3315514486810374,Japanese Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Emporio Armani Caffé,48.85368036324045,2.332577705383301,Italian Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Le Labo,48.853906293394964,2.3361165356493485,Cosmetics Shop
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,L'Étage de Pastavino,48.853955979737506,2.3368188755849815,Italian Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Square Taras-Chevtchenko,48.854492090028586,2.3307000595958343,Park
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Cosí,48.854123,2.336865,Sandwich Place
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Semilla,48.854066864171145,2.3368571698665614,Modern European Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Hôtel Verneuil,48.857370531184706,2.3314350843429565,Hotel
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Freddy's,48.854095,2.336873,Tapas Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Le Chocolat Alain Ducasse,48.854229557227995,2.3328303902059018,Chocolate Shop
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,J.M. Weston,48.85273486105518,2.3320181202271217,Shoe Store
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Hôtel Da Vinci,48.856625985635226,2.3319580369481567,Hotel
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Maison de Serge Gainsbourg,48.85724775916546,2.3316892866508625,Historic Site
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Hôtel de l'Academie,48.85519392555572,2.330699218021944,Hotel
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Le Perron,48.855326,2.330195,Italian Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Hotel Crystal,48.85434414069544,2.3328811512348366,Hotel
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Taokan,48.852635008873975,2.331433743238449,Chinese Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Le Comptoir des Saints-Pères,48.85623858034169,2.3317614937069524,Café
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Caffé Toscano,48.85518620198487,2.330794240519934,Italian Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Hôtel Le Saint,48.856546,2.330345,Hotel
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Le Montana,48.854222169640806,2.332650125026703,Nightclub
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,L'Altro,48.85335427139471,2.3309886304008716,Italian Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Zara,48.85318034818498,2.3325231082091897,Clothing Store
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Au Club des Siciliens,48.85330347232733,2.3309667360620248,Italian Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Hôtel des Saints-Pères,48.85338664334954,2.3299666236558623,Hotel
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Don Camilo,48.85696465112119,2.332151017687004,French Restaurant
Hôtel Bel Ami,48.85491750702932,2.3331407841668503,Hôtel Lenox Saint Germain,48.85670109412014,2.3303657766072017,Hotel
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Place de l'Opéra,48.87086688393964,2.3321523722815702,Plaza
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Opéra Garnier,48.872124954463864,2.331708669662475,Opera House
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,L'Olympia,48.870212,2.328331,Concert Hall
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Éléphant Paname,48.869328008845166,2.3301026897176005,Art Gallery
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Boutique Lindt Opera,48.87237194198658,2.330646514892578,Chocolate Shop
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Théâtre Edouard VII,48.87139401862037,2.3294059932231903,Theater
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Hôtel Scribe,48.870537148418215,2.329675555229187,Hotel
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Dance Studio at Elephant Paname,48.869334351796596,2.3300788714550436,Dance Studio
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,La Cure Gourmande,48.8697887450351,2.332400679588318,Candy Store
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Park Hyatt Paris-Vendôme,48.86889283393748,2.3303380608558655,Hotel
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,InterContinental Paris Le Grand Hôtel,48.8708361,2.3307253,Hotel
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,La Pascade,48.86970663937068,2.33123711218543,French Restaurant
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,W Paris – Opéra,48.8720985,2.3332127,Hotel
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Galeries Lafayette Gourmet,48.873046,2.330438,Gourmet Shop
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Flyview,48.870292452095924,2.3331014566603763,Theme Park Ride / Attraction
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Uniqlo,48.87278226249418,2.3308130957481676,Clothing Store
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Coco,48.87210201984631,2.3323483765125275,French Restaurant
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Mister Garden,48.87022612741393,2.333923238248245,Salad Place
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Starbucks,48.870636299581186,2.3335862159729004,Coffee Shop
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Galeries Lafayette La Cave,48.87327039289344,2.3303597717135034,Wine Shop
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,La Maison du Chocolat,48.870036096940204,2.327151596546173,Chocolate Shop
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Charvet,48.868312152527395,2.3302816660179584,Men's Store
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Terrasse des Galeries Lafayette,48.87333870999123,2.332170009613037,Roof Deck
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Brioche Dorée,48.870408228192,2.3329187460328,Sandwich Place
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Apple Opéra,48.8723225,2.3333579,Electronics Store
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,SEPHORA,48.87259976,2.3337384,Cosmetics Shop
InterContinental Paris Le Grand Hôtel,48.870836100000005,2.3307252999999997,Boutique Nespresso,48.872102,2.330469,Coffee Shop
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Jardin du Palais Royal,48.86494061245833,2.3377275466918945,Garden
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Palais Royal,48.86323576771446,2.3371267318725586,Historic Site
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Comédie-Française,48.863087901186134,2.336611747741699,Theater
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Place du Palais Royal,48.862523381679345,2.336687635654229,Plaza
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Place Colette,48.86314532311905,2.3359428401856035,Plaza
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,La Clef Louvre Paris  ,48.86397721115658,2.336139678955078,Hotel
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Le Pot de Vins,48.86432169778438,2.3401925360185167,Restaurant
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Thémaé,48.8635893167855,2.339755524069546,Spa
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Christian Louboutin,48.86269669087095,2.3407570303733496,Shoe Store
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Café Kitsuné,48.863982504620985,2.335793673992157,Coffee Shop
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Galerie Véro-Dodat,48.86265000158334,2.3406919501349823,Historic Site
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Le Nemours,48.863149659333565,2.3365500569343567,Café
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Fromagerie Danard,48.86329738243539,2.340948006009366,Cheese Shop
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Colonnes de Buren,48.863618343438795,2.3369168970472836,Sculpture Garden
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Café Kitsuné,48.86543988887562,2.3375840216232477,Café
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Ellsworth,48.865527916411786,2.337056774451994,French Restaurant
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Musée du Louvre,48.86084691113991,2.336440086364746,Art Museum
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Le Louis,48.864330749172225,2.341332062576144,French Restaurant
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Les Fines Gueules,48.865171886388225,2.340644784271717,French Restaurant
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Restaurant du Palais Royal,48.86574578621022,2.338547512884462,French Restaurant
Grand Hôtel du Palais Royal,48.86318291896972,2.3379009305339022,Café Ruc,48.863148225663146,2.3352277278900146,Coffee Shop
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Ami,48.86068352635056,2.3672471963675172,Men's Store
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Au Passage,48.8616128654264,2.368909459543647,French Restaurant
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Used Book Café,48.86084306424546,2.367237364281474,Café
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Maison Kitsuné,48.8616404457248,2.3674414953716756,Clothing Store
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Merci,48.860607,2.367056,Department Store
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Dupain,48.86196036046888,2.367280125617981,Bakery
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Cuisse de Grenouille,48.861529229311316,2.366501247086808,Clothing Store
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Le Labo,48.861455335523445,2.3661307990550995,Perfume Shop
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Grazie,48.85938043355295,2.3676498731754148,Pizza Place
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Coffee Spoune,48.86158015817987,2.3706592080907045,Coffee Shop
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Galerie Magda Danysz,48.860540907244214,2.367828992603667,Art Gallery
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,La Maison Plisson,48.859599324383936,2.3672693967819214,Deli / Bodega
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Galerie Emmanuel Perrotin,48.86053830048091,2.3651025942279804,Art Gallery
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Boot Café,48.861289530249095,2.3652917536188585,Café
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Deux Fois Plus de Piment,48.86155765943845,2.370636728490248,Chinese Restaurant
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Neighbours,48.85910741275512,2.3676766343588898,Coffee Shop
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Jéroboam,48.860914,2.368463,Restaurant
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Betino's Record Shop,48.86141671532736,2.370222258048618,Record Shop
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,La Mercerie Fine,48.861345,2.370036,Arts & Crafts Store
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Les Petites Canailles,48.860708,2.36798,Bistro
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Le Mary Céleste,48.86174155463238,2.3650123178958893,Cocktail Bar
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Hotel
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Kagayaki,48.85850207798634,2.3676589511312156,Japanese Restaurant
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Zéro Zéro,48.86052479282517,2.3679129899668707,Bar
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Pontochoux,48.861296756801046,2.365101023169014,Japanese Restaurant
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Doi Southep,48.861562916933416,2.3705591528361523,Thai Restaurant
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Amici Miei,48.858185825719055,2.3693642020225525,Pizza Place
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Le Repaire de Cartouche,48.86112659923593,2.367604672908783,French Restaurant
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Pop In,48.861289,2.367546,Bar
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,La Vache Acrobate,48.859506600133734,2.368024939383044,Bar
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,FauveParis,48.858363190802386,2.368467866321322,Café
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Hôtel Bastille de Launay,48.858585,2.3686137,Hotel
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Loving Hut,48.859858726171105,2.3678460717201233,Vegetarian / Vegan Restaurant
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Maison Bastille,48.85809171572253,2.368554868532609,Tea Room
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Comédie Bastille,48.858831564359505,2.3702400532889825,Theater
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Square Saint-Gilles Grand Veneur - Pauline-Roland,48.85913091110444,2.365431669721899,Park
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Caves Saint Sabin,48.85861621731961,2.3698492484737375,Nightclub
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Hôtel Villa Beaumarchais,48.85894958243383,2.3668517271831337,Hotel
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Qui Plume La Lune,48.85907661147637,2.3684345375837665,French Restaurant
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,FICH,48.85921123963346,2.367685685192288,Restaurant
Hôtel Les Jardins du Marais,48.86069911867528,2.3685297404907706,Piscine de la Cour des Lions,48.8606169409637,2.37052088614702,Pool
