Hotel,Hotel Latitude,Hotel Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Hôtel Costes,48.86666608945804,2.3279080151205545,Hotel du Continent,48.866276508998105,2.326842653331198,Hotel
Hôtel Costes,48.86666608945804,2.3279080151205545,Westin Gym,48.865884051756275,2.327277135177243,Gym
Hôtel Costes,48.86666608945804,2.3279080151205545,Philipp Plein,48.86571338193286,2.3261017117764746,Clothing Store
Hôtel Costes,48.86666608945804,2.3279080151205545,Hôtel Mayfair,48.86607720865061,2.326319052737762,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hôtel Barrière Le Fouquet's,48.87107877236529,2.301236093044281,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Apple Champs-Élysées,48.872229,2.30128,Electronics Store
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Louis Vuitton,48.8715451,2.3004574,Boutique
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Ladurée,48.870780615282726,2.3030948638916016,Pastry Shop
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Le 39V,48.869833907134755,2.30042512053398,French Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Le Lido,48.872811599485495,2.3010251442868386,Comedy Club
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,86 Champs (L'Occitane x Pierre Hermé),48.87133271600203,2.3039243105222207,Café
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Kenzo,48.87103764355386,2.300505191087723,Clothing Store
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hôtel Prince de Galles,48.869143,2.3006579,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Miss Kō,48.870917675138585,2.3005561530590057,Japanese Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Le Fouquet's,48.87138080899263,2.3012575507164,French Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hôtel François 1er,48.87017649119624,2.2999167600394634,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hôtel Lancaster,48.872389933316335,2.303463200824445,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Zara,48.87164800032203,2.302931163719131,Clothing Store
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,L'Étoile Marocaine,48.87141044797904,2.2982963919639587,Moroccan Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Jacopo,48.87125844863973,2.300053909420967,French Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Pierre Hermé,48.871260444482026,2.303711782881441,Pastry Shop
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hôtel Four Seasons George V,48.868849,2.300683,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Tag Heuer,48.87184922086247,2.3016466974089766,Jewelry Store
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Pret A Manger,48.8701384,2.2983874,Sandwich Place
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Le Cinq,48.868798433029255,2.300564761718998,French Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hermès,48.87030487242711,2.301330640912056,Tailor Shop
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Kusmi Tea,48.87096476625836,2.303801433164733,Tea Room
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Le Bar,48.8687269218216,2.301072361847326,Hotel Bar
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hôtel Château Frontenac,48.86912117248404,2.3026616168959815,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Le Balzac,48.872727375715854,2.2997350079356136,Movie Theater
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hôtel Galileo,48.87133824923963,2.298149700209201,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,La Maison du Caviar,48.870548946885066,2.301620990037918,Seafood Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Sephora,48.871018435400345,2.30500191450119,Cosmetics Shop
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hôtel Pershing Hall,48.86911681747664,2.3022020731827664,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,La Galerie,48.86877791133347,2.3005531285145087,Hotel Bar
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Pierre Gagnaire,48.87320373949959,2.3003976396644816,French Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Guerlain,48.87097594,2.30514516,Cosmetics Shop
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Restaurant & Lounge Bar Le W,48.87211902657388,2.303356684047102,French Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Arcades des Champs-Élysées,48.87143267723421,2.3044145107269283,Shopping Plaza
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,La Maison du Chocolat,48.86933583759842,2.302933923215407,Chocolate Shop
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,BOSS Store,48.87211472211886,2.2988301515579224,Men's Store
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Starbucks,48.87142632601174,2.3043715953826904,Coffee Shop
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Café George V,48.872495,2.300384,French Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hotel Ekta,48.87132278410885,2.298033504541245,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Raspoutine,48.87152191303467,2.300180398933205,Nightclub
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,DIEP,48.869429556007645,2.302994948737823,Chinese Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Maison du Danemark,48.872918721669606,2.298751850491336,Tourist Information Center
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Le George,48.8688373839165,2.300545517670802,Mediterranean Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Bang & Olufsen Champs-Élysées,48.87276764721091,2.298550170100637,Electronics Store
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Penati al Baretto,48.87362342736335,2.300453305841024,Italian Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hôtel Vernet,48.872026834918344,2.2979324897841917,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Copenhague,48.87301498592414,2.2988972067832947,Scandinavian Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,La Terrasse - Hôtel Paris Marriot Champs-Élysées,48.870780035997306,2.3048422611980404,Café
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Renoma Café,48.86885117719875,2.301548072228684,Art Gallery
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Petit Bateau,48.8722531,2.3010227,Kids Store
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Le Pain Quotidien,48.86987025485287,2.304532527923584,Breakfast Spot
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hôtel Paris Marriott Champs-Élysées,48.87121341121234,2.305065028801323,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Les Écuries - La Crêperie des Champs-Élysées,48.872249328488884,2.3019079832696434,Creperie
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Washington Poste,48.87236509075545,2.3018001597129327,Lounge
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Midoré,48.872494291903294,2.301995280926084,Bakery
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Joséphine,48.87073834014475,2.2975834469084755,Bakery
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Kok Ping,48.87307876063101,2.3002786660736874,Asian Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Intercontinental Paris - Avenue Marceau,48.8704996,2.298063,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Le M64,48.87053665416082,2.2980344573812213,French Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Chez Ly,48.873347352126615,2.3000132492632495,Asian Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Eat Meat,48.872341,2.304519,Halal Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Le Baron,48.87235486635308,2.3018028390028427,Lebanese Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hôtel Chateaubriand,48.87330254473619,2.3025812208652496,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hotel Cristal Champs-Elysées,48.87262427200628,2.3021907020086485,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Maxan,48.868924998180674,2.2995659864687092,French Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Opticien GrandOptical,48.87253019175177,2.299175317236473,Optical Shop
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Le Châteaubriand,48.87270360902763,2.3021963238716125,French Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hôtel Balzac,48.87330649110112,2.3003472168475345,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,La Galette du Liban,48.87331754008902,2.3032021522521973,Middle Eastern Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hotel Atala,48.87337819686231,2.3022749132587657,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Bagelstein,48.86977436,2.29789502,Bagel Shop
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hôtel Résidence Lord Byron,48.87317397125472,2.3024246145760072,Bed & Breakfast
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Cojean,48.87328466840809,2.303152169619358,Salad Place
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Upper Crèmerie,48.870962758773395,2.297357060302847,Cocktail Bar
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Dragons Elysées,48.872379694269206,2.3039688322005407,Asian Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Al Majlis,48.87252808691785,2.3027480187792317,Café
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Helzear Champs-Élysées,48.86925564729418,2.298446128132539,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Elysées Ottoman,48.87230118166128,2.3047313162644496,Turkish Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Hôtel Amarante Champs Élysées,48.8718869630151,2.298602879172927,Hotel
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,Asia & GooSushi,48.8724478848916,2.3021165281534195,Chinese Restaurant
Hôtel Barrière Le Fouquet's,48.871078772365294,2.3012360930442806,The Freedom,48.87234624967437,2.303958320424459,Pub
Mama Shelter,48.8597833500067,2.402849974350829,Mama Shelter,48.8597833500067,2.402849974350829,Hotel
Mama Shelter,48.8597833500067,2.402849974350829,Mama Shelter Rooftop,48.85987092088892,2.4026192655292626,Roof Deck
Mama Shelter,48.8597833500067,2.402849974350829,Bar Mama Shelter,48.859819866691566,2.4025623704217014,Lounge
Mama Shelter,48.8597833500067,2.402849974350829,Mama Pizzeria,48.85977818722424,2.4025445467138775,Pizza Place
Mama Shelter,48.8597833500067,2.402849974350829,L'Ange Gardien,48.86117753973413,2.400454214005273,French Restaurant
Mama Shelter,48.8597833500067,2.402849974350829,Tomato Bistro,48.858453118399545,2.4007906810547537,French Restaurant
Mama Shelter,48.8597833500067,2.402849974350829,Le Papillon,48.86167629839684,2.405697641204169,French Restaurant
Mama Shelter,48.8597833500067,2.402849974350829,Le Casque d'Or,48.85955373928899,2.405013665235589,French Restaurant
Mama Shelter,48.8597833500067,2.402849974350829,Le Magnolia,48.85899197381662,2.4058733234304284,French Restaurant
Mama Shelter,48.8597833500067,2.402849974350829,Blaise et Basile,48.860220855841895,2.404142757509399,Bistro
Mama Shelter,48.8597833500067,2.402849974350829,Intermarché Express et Drive,48.857383,2.403408,Supermarket
Mama Shelter,48.8597833500067,2.402849974350829,Super Café,48.85744000654107,2.401344748321084,French Restaurant
Artus Hotel,48.85343456723105,2.3361660879440667,Grom,48.853338281725925,2.336956549841011,Ice Cream Shop
Artus Hotel,48.85343456723105,2.3361660879440667,Place Fürstenberg,48.85431057662302,2.335733324289322,Plaza
Artus Hotel,48.85343456723105,2.3361660879440667,L'Avant-Comptoir du Marché,48.85178121380075,2.335428735590851,Bistro
Artus Hotel,48.85343456723105,2.3361660879440667,Jugetsudo,48.851802707286176,2.3372256998014507,Tea Room
Artus Hotel,48.85343456723105,2.3361660879440667,Apple Marché Saint-Germain,48.8524251,2.3359224,Electronics Store
Artus Hotel,48.85343456723105,2.3361660879440667,Maison Sauvage,48.85374384095544,2.337993110279558,French Restaurant
Artus Hotel,48.85343456723105,2.3361660879440667,Compagnie des Vins Surnaturels,48.851740174158174,2.33640631097926,Wine Bar
Artus Hotel,48.85343456723105,2.3361660879440667,Place Saint-Germain-des-Prés,48.85418334331855,2.3335111141204834,Plaza
Artus Hotel,48.85343456723105,2.3361660879440667,Taschen Store,48.85374983410963,2.338161686142449,Bookstore
Artus Hotel,48.85343456723105,2.3361660879440667,Prescription Cocktail Club,48.854921,2.337768,Cocktail Bar
Artus Hotel,48.85343456723105,2.3361660879440667,Huguette,48.853275328241324,2.3371106386184692,Seafood Restaurant
Artus Hotel,48.85343456723105,2.3361660879440667,L'Étage de Pastavino,48.853955979737506,2.3368188755849815,Italian Restaurant
Artus Hotel,48.85343456723105,2.3361660879440667,Little Breizh,48.85323350489557,2.3378657230160544,Breton Restaurant
Artus Hotel,48.85343456723105,2.3361660879440667,Huîtrerie Régis,48.85278665415609,2.3358309598285043,Seafood Restaurant
Artus Hotel,48.85343456723105,2.3361660879440667,Marcello,48.852340228789245,2.335242154551719,Italian Restaurant
Artus Hotel,48.85343456723105,2.3361660879440667,Tiger,48.85212819617358,2.3345545267982524,Cocktail Bar
Artus Hotel,48.85343456723105,2.3361660879440667,Chipotle Mexican Grill,48.85266,2.33578,Mexican Restaurant
Artus Hotel,48.85343456723105,2.3361660879440667,Pierre Marcolini,48.852333040275155,2.3369821757246734,Chocolate Shop
Artus Hotel,48.85343456723105,2.3361660879440667,La Dernière Goutte,48.853971294925145,2.3360388118546243,Wine Shop
Artus Hotel,48.85343456723105,2.3361660879440667,Uniqlo,48.851631221458,2.335571072867224,Clothing Store
Artus Hotel,48.85343456723105,2.3361660879440667,Marks & Spencer Food,48.851887005297556,2.3353019748443518,Supermarket
Artus Hotel,48.85343456723105,2.3361660879440667,Gérard Mulot,48.85181782581564,2.337050550235515,Pastry Shop
Artus Hotel,48.85343456723105,2.3361660879440667,Chez Georges,48.85217316270022,2.3337117120623367,Wine Bar
Artus Hotel,48.85343456723105,2.3361660879440667,Place du Québec,48.853527,2.333188,Plaza
Artus Hotel,48.85343456723105,2.3361660879440667,City Pharma,48.85277134,2.33335961,Pharmacy
Artus Hotel,48.85343456723105,2.3361660879440667,La Société,48.85441277448896,2.3333959705993363,French Restaurant
Artus Hotel,48.85343456723105,2.3361660879440667,L'Avant Comptoir de la Mer,48.85217947860958,2.3386002031430952,Seafood Restaurant
Artus Hotel,48.85343456723105,2.3361660879440667,L'Avant Comptoir,48.85203883164107,2.3388125002384186,Wine Bar
Artus Hotel,48.85343456723105,2.3361660879440667,Muji,48.85127158574104,2.3356048249485695,Miscellaneous Shop
Artus Hotel,48.85343456723105,2.3361660879440667,LMDW Fine Spirits,48.85177978671303,2.338455536437595,Liquor Store
Artus Hotel,48.85343456723105,2.3361660879440667,Les Deux Magots,48.853999335657115,2.3331602155448303,Café
Artus Hotel,48.85343456723105,2.3361660879440667,Hôtel Dauphine St Germain,48.85445030417812,2.3390629408936836,Hotel
Artus Hotel,48.85343456723105,2.3361660879440667,Maison Georges Larnicol,48.85255084570218,2.339159846305847,Chocolate Shop
Artus Hotel,48.85343456723105,2.3361660879440667,Breizh Café,48.851638,2.338804,Creperie
Artus Hotel,48.85343456723105,2.3361660879440667,Assouline,48.85452233249009,2.3336379080199046,Bookstore
Artus Hotel,48.85343456723105,2.3361660879440667,Hôtel Bel Ami,48.85491750702932,2.33314078416685,Hotel
Artus Hotel,48.85343456723105,2.3361660879440667,Café de Flore,48.85399681424528,2.3326457751586753,Café
Artus Hotel,48.85343456723105,2.3361660879440667,Chez Fernand,48.854475,2.339672,French Restaurant
Artus Hotel,48.85343456723105,2.3361660879440667,La Robe et la Mousse,48.851627406233455,2.339042862317768,Beer Bar
Artus Hotel,48.85343456723105,2.3361660879440667,Hôtel d'Aubusson,48.85472883599233,2.3395052403718175,Hotel
Artus Hotel,48.85343456723105,2.3361660879440667,Louis Vuitton,48.8541031,2.3328477,Boutique
Artus Hotel,48.85343456723105,2.3361660879440667,Marché Saint-Germain,48.8520618390976,2.3357765782062887,Shopping Mall
Artus Hotel,48.85343456723105,2.3361660879440667,Place de l'Odéon,48.85111857770892,2.338267278347423,Plaza
Artus Hotel,48.85343456723105,2.3361660879440667,Emporio Armani Caffé,48.85368036324045,2.332577705383301,Italian Restaurant
Artus Hotel,48.85343456723105,2.3361660879440667,Emporio Armani Store,48.85377950167428,2.3323565713887207,Boutique
Artus Hotel,48.85343456723105,2.3361660879440667,Le Relais de l'Entrecôte,48.854678,2.332847,Steakhouse
Artus Hotel,48.85343456723105,2.3361660879440667,L'Écume des Pages,48.85403229432768,2.332334772880613,Bookstore
Artus Hotel,48.85343456723105,2.3361660879440667,Le Chocolat Alain Ducasse,48.854229557227995,2.3328303902059018,Chocolate Shop
Artus Hotel,48.85343456723105,2.3361660879440667,Hotel Crystal,48.85434414069544,2.3328811512348366,Hotel
Artus Hotel,48.85343456723105,2.3361660879440667,Le Montana,48.854222169640806,2.332650125026703,Nightclub
Artus Hotel,48.85343456723105,2.3361660879440667,Zara,48.85318034818498,2.3325231082091897,Clothing Store
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Fulgurances l'Adresse,48.85300397134664,2.389786296990749,French Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,The Green Goose,48.85043174470159,2.3906945073533143,Gastropub
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Grand Hôtel Français,48.85160314467263,2.3906680194113625,Hotel
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Passage Clouté,48.84975107610211,2.391306918304109,Arts & Crafts Store
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Le Ciel,48.85316467285156,2.3903377056121826,French Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Ragazzi,48.850873,2.392455,Italian Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Hotel Du Prince Eugene Paris,48.85063840521405,2.3923337945323424,Hotel
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Chez Antoine,48.84932628589667,2.3884910345077515,French Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Ravigote,48.85050194640248,2.3878336590973346,French Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Les Cercles de la Forme,48.849521659141104,2.3881163648372077,Gym / Fitness Center
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Comptoir Voltaire,48.850277498020226,2.3928085939934958,Bistro
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Baan Thai,48.850689,2.393882,Thai Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Le Negus,48.85044471926149,2.3893627289338295,Ethiopian Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Il Far'niente,48.84896463513233,2.390821874141693,Italian Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Phô Thaï,48.850489,2.388981,Vietnamese Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Le 45 Tours,48.850464893061805,2.3881107630170533,Bar
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Yoshi,48.853310926971105,2.387696388861897,Japanese Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,L'Avenue Café,48.85067984909958,2.3943083232975426,Café
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Le Petit Louis,48.84935450052487,2.389397235345691,French Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Le Tintilou,48.8504157379562,2.3872195689000395,Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Subway,48.8524229,2.3887164,Fast Food Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Best Western Le Patio Saint-Antoine,48.8493509959568,2.390575110912323,Hotel
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Kim & Kim,48.8503010928157,2.391993729917858,Korean Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Nozbone,48.849018,2.39120541,Board Shop
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Vin et Marée,48.849830052966695,2.393370567920613,Seafood Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Le Bizart,48.851216497398525,2.3896797212469294,Bar
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Steak and Soda,48.85117658896218,2.390756985395836,Steakhouse
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Le Philosophe,48.85048411561242,2.3923158645629883,Café
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Le Petit Bistrot,48.850521,2.390885,Bistro
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Franprix,48.85061,2.39208,Grocery Store
Grand Hôtel Français,48.85160314467263,2.3906680194113625,So Italia,48.852328,2.393357,Italian Restaurant
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Le Puits d'Amour Boulangerie Pâtisserie,48.849977357890474,2.3934224390032632,Bakery
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Saloon Coiffure,48.84991190686147,2.3933737126887134,Salon / Barbershop
Grand Hôtel Français,48.85160314467263,2.3906680194113625,Boulangerie Kayzer,48.850010989705055,2.393499498552334,Bakery
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Shangri-La Hotel Paris,48.863762249254705,2.2931055812929593,Hotel
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Bar du Shangri-La Hotel,48.86365254426873,2.2935354709625244,Hotel Bar
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Musée Guimet – Musée National des Arts Asiatiques,48.86494603473786,2.293757640603906,Art Museum
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Shang Palace,48.86383111256797,2.293151757996688,Chinese Restaurant
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,L'Abeille,48.86345063364732,2.2934608513716634,French Restaurant
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,The Mona Bismarck American Center for Art & Culture,48.862989667610705,2.2947325054627385,Art Museum
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Palais de Tokyo,48.864206594101105,2.2967004776000977,Art Museum
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Librairie du Palais de Tokyo,48.86451688020679,2.296563664338954,Bookstore
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Monsieur Bleu,48.8635741834836,2.2969249928711486,French Restaurant
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Chez Maram,48.86506883984457,2.2900657186461273,Hookah Bar
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,La Bauhinia,48.86345815239793,2.2936560056992565,French Restaurant
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Marché de l'Alma,48.86489634262499,2.2965409228066096,Market
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Les Marches,48.86389565864964,2.295893132686615,French Restaurant
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Place d'Iéna,48.864820629424486,2.2938895225524902,Plaza
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Goethe Institut,48.86634454313477,2.2940847574436476,Arts & Entertainment
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Bateaux Parisiens Dinner Cruise,48.861713,2.2945695,French Restaurant
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,New Jawad,48.86508882639709,2.2902148962020874,Indian Restaurant
Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Terrasse du Palais de Tokyo,48.864322,2.297101,Bar
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Mariage Frères,48.877272956369644,2.300264644696775,Tea Room
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,La Marée,48.87733613263744,2.300487756729126,Seafood Restaurant
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Sofitel Paris Arc de Triomphe,48.8750421406568,2.301292924713607,Hotel
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Hôtel Le Royal Monceau Raffles,48.87574467646414,2.300355060747923,Hotel
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,La Cuisine,48.875972990931274,2.3002993225309063,French Restaurant
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Salle Pleyel,48.87706195409213,2.301431179439772,Concert Hall
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Matsuhisa Paris,48.87553448739521,2.3006366193294525,Japanese Restaurant
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Il Carpaccio - Le Royal Monceau,48.875587975360716,2.3003010118159506,Italian Restaurant
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Les 110 de Taillevent,48.87589261285395,2.303030692225419,French Restaurant
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,LECLAIREUR Le Royal,48.87551210561612,2.2999191284179688,Clothing Store
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Okamé,48.877652691907066,2.298871140913697,Sushi Restaurant
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Hôtel Napoléon,48.87432662879858,2.2981274127960205,Hotel
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Jardin de l'Hôtel Salomon de Rothshild,48.874919250630924,2.302578542504987,Park
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Spa My Blend by Clarins,48.87592905904841,2.3002540409896164,Spa
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Penati al Baretto,48.87362342736335,2.300453305841024,Italian Restaurant
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Le Taillevent,48.87446098454777,2.3023977392141077,French Restaurant
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Renaissance Paris Arc de Triomphe Hotel,48.87708981040643,2.297060550926176,Hotel
Hôtel Le Royal Monceau Raffles,48.87574467646414,2.3003550607479233,Les Gourmets des Ternes,48.87812287811371,2.2993451356887817,French Restaurant
