City,City Latitude,City Longitude,Venue,Venue id,Venue Latitude,Venue Longitude,Venue Category
Toronto,43.653482,-79.383935,Marriott Downtown at CF Toronto Eaton Centre,4b0563c0f964a5200e5822e3,43.654728444284025,-79.3824216350913,Hotel
