Hotel,Hotel Latitude,Hotel Longitude,Cluster Labels,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
Marriott Downtown at CF Toronto Eaton Centre,43.654728444284025,-79.3824216350913,0,Clothing Store,Plaza,Diner,Coffee Shop,Cosmetics Shop,Vietnamese Restaurant,Neighborhood,Restaurant,Pizza Place,Comic Shop
